ticker,month,date,sector,close,momentum_1m,momentum_3m,momentum_6m,momentum_12m,volatility_21d,volatility_63d,px_vs_200d_ma,px_vs_52w_high,volume_zscore,vix_close,vix_change_5d,vix_vs_63d_avg,next_month_return,next_month_up,next_month_volatility
AAPL,2014-02,2014-02-28,Information Technology,75.1771,0.05090472436101745,-0.013422589793424922,0.07199987451499323,0.1922067459493062,0.16760819042751843,0.2585656012949868,0.06673496985275507,-0.07691674862753917,0.3090636389604773,14.0,-0.0463215258855586,-0.03891207462052271,0.019952884588525066,1,0.10876756989103549
AAPL,2014-03,2014-03-31,Information Technology,76.6771,0.019952884588525066,-0.041689579667253285,0.11183918612845489,0.25140519121045557,0.10876756989103549,0.23198064220420045,0.06712528996517597,-0.05849857504730405,-1.7490981093828213,13.88,-0.08018555334658706,-0.06159855769230771,0.09939603871299263,1,0.3420033403499784
AAPL,2014-04,2014-04-30,Information Technology,84.2985,0.09939603871299263,0.1784132655628805,0.11363801496766701,0.33269411359245726,0.3420033403499784,0.22633411401090375,0.14345143038858188,-0.006732657868101621,1.531732377260144,13.41,0.010550113036925435,-0.10063234542667343,0.07271778264144668,1,0.14192682103397497
AAPL,2014-05,2014-05-30,Information Technology,90.4285,0.07271778264144668,0.2028729493422865,0.1867272791696577,0.4017444978716942,0.14192682103397497,0.22060990132465153,0.18927123043492755,-0.0037457928686713826,2.418314894498879,11.4,-0.052369077306733125,-0.1761021440616719,0.02766273907009409,1,0.14266589261192725
AAPL,2014-06,2014-06-30,Information Technology,92.93,0.02766273907009409,0.21196550208602072,0.16143916973284278,0.6405076341066005,0.14266589261192725,0.22648163439308278,0.18747811294023453,-0.014005305039787697,-0.6027336220428174,11.57,0.05373406193078312,-0.0917122528068186,0.028731303131389163,1,0.1972977293065978
AAPL,2014-07,2014-07-31,Information Technology,95.6,0.022241231822070162,0.13139977585029539,0.3389843327628175,0.4787979661887385,0.1972977293065978,0.16113312623851997,0.1768378033391762,-0.0345384770753383,0.1551107527348277,16.95,0.4315878378378377,0.4020771513353114,0.07217573221757334,1,0.10426853200626501
AAPL,2014-08,2014-08-29,Information Technology,102.5,0.07217573221757334,0.14133515056159252,0.3595210241636626,0.4592242906034496,0.10426853200626501,0.1504617353905148,0.22333760309983464,0.0,-0.1399132986697969,11.98,0.04446381865736693,-0.038106647634584045,-0.017073170731707332,0,0.2725721502726593
AAPL,2014-09,2014-09-30,Information Technology,100.75,-0.017073170731707332,0.0773096663815227,0.3020412646923887,0.47928776882292734,0.2725721502726593,0.20180051373070065,0.1686843630032231,-0.02468538238141338,0.21642595628533856,16.31,0.09243134628265226,0.24473652331920048,0.07196029776674928,1,0.19082029443487428
AAPL,2014-10,2014-10-31,Information Technology,108.0,0.08108108108108092,0.12982529553300548,0.25798910441659006,0.4463330101404015,0.19082029443487428,0.203324054736609,0.21551492706916053,0.0,-0.6184132211114001,14.03,-0.1291123525760397,-0.06893282630908115,0.10120370370370368,1,0.13400796897808936
AAPL,2014-11,2014-11-28,Information Technology,118.93,0.10797465995900879,0.1602926829268294,0.3242828239638069,0.5248569765444098,0.13400796897808936,0.20998158757919752,0.28616067002860746,-0.0005882352941175562,-2.184534835153929,13.33,-0.018409425625920517,-0.11879328436516257,-0.07189102833599603,0,0.2355941586531077
AAPL,2014-12,2014-12-31,Information Technology,110.38,-0.04075779960024328,0.11292599314377894,0.1807873341891313,0.3772434169810943,0.2355941586531077,0.20569036506348126,0.14388813151293656,-0.07243697478991595,-0.4106586579395174,19.2,0.29729729729729715,0.19535141117874932,0.06142417104547926,1,0.378131937068522
AAPL,2015-01,2015-01-30,Information Technology,117.16,0.04123711340206193,0.09148500093161904,0.22552301255230134,0.6409561132478212,0.378131937068522,0.27351947375247454,0.17209537438903166,-0.01546218487394957,1.4662587140614673,20.97,0.25870348139255683,0.28986936400382723,0.09644930010242403,1,0.22480910300015497
AAPL,2015-02,2015-02-27,Information Technology,128.46,0.11404041280027766,0.09234693877551026,0.25780867521785966,0.7041339110178375,0.22480910300015497,0.2852201259087093,0.23397583295890279,-0.034135338345864574,0.40840330639157274,13.34,-0.06713286713286715,-0.2133845001871958,-0.0313716331932119,0,0.2232280055119492
AAPL,2015-03,2015-03-31,Information Technology,124.43,-0.03609884576651945,0.09235361250109753,0.24293277394865664,0.6227791609228832,0.2232280055119492,0.277083323119185,0.1510166125516339,-0.06443609022556385,-0.9170455357338916,15.29,0.12261380323054327,-0.07871304647225941,0.00578638591979419,1,0.19680319754282524
AAPL,2015-04,2015-04-30,Information Technology,125.15,0.00578638591979419,0.05256518082422201,0.17247517331834383,0.48460530139919444,0.19680319754282524,0.20837572740856106,0.12052547998165553,-0.05902255639097742,1.479926792417683,14.55,0.16586538461538458,-0.01691297912957679,0.040990811026767826,1,0.23796605148740077
AAPL,2015-05,2015-05-29,Information Technology,130.28,0.012748756218905699,0.01416783434532154,0.10782312925170068,0.4352996909720883,0.23796605148740077,0.2102481882437183,0.1330674086396999,-0.02045112781954883,0.2835345838122149,13.84,0.1428571428571428,-0.0047029815990137225,-0.03726588885477433,0,0.11521192795263162
AAPL,2015-06,2015-06-30,Information Technology,125.425,-0.03914658903742296,0.007996463875271198,0.10108857870248444,0.3496717959754654,0.11521192795263162,0.18003071231807188,0.06275418349572615,-0.05695488721804509,0.12247987081545096,18.23,0.5053674649050373,0.3267677876228874,-0.03288818018736295,0,0.25127992174940433
AAPL,2015-07,2015-07-31,Information Technology,121.3,-0.041864139020537094,-0.05932531989143075,0.03533629224991475,0.2688284518828452,0.25127992174940433,0.19235379304476488,0.004504328250152234,-0.08796992481203014,-0.016559949807190076,12.12,-0.11790393013100442,-0.13751270755676048,-0.07040395713107994,0,0.4358088747738968
AAPL,2015-08,2015-08-31,Information Technology,112.76,-0.07040395713107994,-0.13234841489689142,-0.12832405689548554,0.10009756097560985,0.4358088747738968,0.2941509809692589,-0.0725923105187285,-0.15218045112781953,0.2774020365385846,28.43,-0.30216003927344137,0.7715848507927716,-0.02181624689606254,0,0.33160126988639393
AAPL,2015-09,2015-09-30,Information Technology,110.3,-0.02181624689606254,-0.12875197472353872,-0.11227364185110666,0.09478908188585611,0.33160126988639393,0.34252924520576444,-0.0911334422929474,-0.17067669172932332,0.42461623821564626,24.5,0.10709444193402629,0.2655996326604242,0.08340888485947429,1,0.26194775827002964
AAPL,2015-10,2015-10-30,Information Technology,119.5,0.09052746851615256,0.008949679162445046,-0.07148407148407143,0.11703122078893258,0.26194775827002964,0.3452362946197706,-0.018046174837905715,-0.10150375939849621,-0.4171453787601055,15.07,0.04218533886583664,-0.2563678801929946,-0.010041841004184149,0,0.22997358171031596
AAPL,2015-11,2015-11-30,Information Technology,118.3,-0.018501617854476127,0.04913089748137622,-0.08971991381963684,-0.005297233666862966,0.22997358171031596,0.27567310183067856,-0.02886938190573507,-0.1105263157894737,-0.5160555578601348,16.13,0.04266321913380722,-0.15703158051912514,-0.1102282333051563,0,0.2478785838094358
AAPL,2015-12,2015-12-31,Information Technology,105.26,-0.10294869609681268,-0.03942325241832445,-0.1675102815564694,-0.04638521471281021,0.2478785838094358,0.2503896830689542,-0.12325818780316045,-0.20857142857142852,0.009433987279174997,18.21,0.16955684007707128,0.07460799190692957,-0.07524225726771805,0,0.41834950517394826
AAPL,2016-01,2016-01-29,Information Technology,97.34,-0.10483722641162396,-0.1838685335792739,-0.20454359728691673,-0.18132884777123637,0.41834950517394826,0.306277006126867,-0.17124631689270997,-0.26812030075187965,0.8933502220083378,20.2,-0.09579230080572965,0.0595464082325905,-0.006677624820217831,0,0.25673548265706453
AAPL,2016-02,2016-02-29,Information Technology,96.69,0.027633117228185622,-0.18080149114631872,-0.14373007438894791,-0.24731433909388145,0.25673548265706453,0.30495473620543095,-0.15388650843203866,-0.27108933283075765,-0.6169100152393683,20.55,0.06037151702786381,-0.025692547355112505,0.12721067328575852,1,0.15395935577878905
